house_name,location,bedroom_count,bathroom_count,carport_count,price,land_area (m2),building_area (m2),category
Rumah Siap Huni Furnish Nyaman di Buah Batu Regency Bandung,"Buah Batu, Bandung",5,4,0,4000000000,230,160,rumah
Rumah Dan Murah Sayap Buahbatu Dalam Komplek Yang Sangat Asri Daerah Martanegara Turangga Bandung,"Buah Batu, Bandung",4,3,2,2650000000,166,260,rumah
Rumah Minimalis Nyaman Terawat Dijual Cepat Harga Murah Di Cluster Buah Batu Bandung,"Buah Batu, Bandung",2,1,1,650000000,97,60,rumah
Dijual Rumah Baru Dalam Komplek Desain Minimalis Daerah Martanegara Buahbatu Bandung,"Buah Batu, Bandung",4,3,2,2400000000,120,200,rumah
Dijual Rumah Baru Dalam Komplek Desain Minimalis Daerah Martanegara Buahbatu Bandung,"Buah Batu, Bandung",3,3,2,2300000000,120,200,rumah
Dijual Rumah Baru Dalam Komplek Desain Minimalis Daerah Martanegara Buahbatu Bandung,"Buah Batu, Bandung",3,3,2,2200000000,120,200,rumah
Dijual Rumah Cantik Langsung Huni di Buahbatu Bandung,"Buah Batu, Bandung",6,4,1,3300000000,204,350,rumah
Dijual Rumah Buah Batu Regency Semi Furnish,"Buah Batu, Bandung",3,3,2,1650000000,105,112,rumah
"Komp. Margahayu Raya, Buahbatu, Kota Bandung. Rumah Siap Huni 1 Lantai Soekarno Hatta","Buah Batu, Bandung",2,1,1,825000000,140,94,rumah
Rumah siap huni ada kolam renang di pasirluyu buah batu,"Buah Batu, Bandung",6,6,2,6000000000,265,330,rumah
Rumah di Gland Ciwastra Park Bandung Derwati Buahbatu,"Buah Batu, Bandung",2,1,1,600000000,72,36,rumah
"Rumah Baru Hadap Timur di Margahayu Raya, Bandung","Buah Batu, Bandung",2,1,2,690000000,72,45,rumah
"Hitung Tanah Rumah Luas Pasirluyu, Lebar Muka 45 Meter","Buah Batu, Bandung",4,4,0,7500000000,702,300,rumah
Dijual Rumah Strategis Minimalis Harga bagus Jarang ada di podomoro park Bandung ,"Buah Batu, Bandung",3,2,1,2400000000,126,127,rumah
Rumah di buah batu Bandung dekat tol buah batu,"Buah Batu, Bandung",2,1,2,600000000,80,130,rumah
Rumah di buah batu Bandung dekat tol buah batu,"Buah Batu, Bandung",2,1,2,600000000,80,130,rumah
Harga Nego Rumah Lux 3 Lantai di Kancra Raya Buah batu SHM,"Buah Batu, Bandung",5,4,3,4850000000,220,500,rumah
"Murah Rumah Terawat Startegis Lodaya, Buahbatu, Bandung","Buah Batu, Bandung",7,4,4,15000000000,433,500,rumah
Rumah 2 Lt Dekat Stt Telkom Dan Podomoro,"Buah Batu, Bandung",2,2,1,587000000,83,45,rumah
Rumah Minimalis Modern DiBuah Batu Square,"Buah Batu, Bandung",3,3,2,2750000000,180,134,rumah
Hotel Budget Termurah di Kota Bandung Timur Langsung Untung 5 Miliar ,"Buah Batu, Bandung",50,50,0,23000000000,1000,1700,hotel
Rumah Lama Terawat Murah Jarang Ada Lokasi Buahbatu Bandung,"Buah Batu, Bandung",6,3,1,1800000000,350,245,rumah
RUMAH 2LANTAI FULL FURNISH SHM DI NILEM BUAHBATU KOTA BANDUNG,"Buah Batu, Bandung",4,4,2,1500000000,95,90,rumah
Dijual Rumah Komplek Kiara Sari Asri Buah Batu,"Buah Batu, Bandung",3,2,1,1700000000,89,171,rumah
Dijual Rumah Siap Hunia Komplek Kiara Sari Buah Batu,"Buah Batu, Bandung",4,3,2,1200000000,108,150,rumah
"Rumah Bagus Heritage SHM di Sayap Buah Batu , Bandung","Buah Batu, Bandung",4,3,10,27000000000,1205,350,rumah
" Rumah Shm - Sertifikat Hak Milik di Sayap Banteng, Buah Batu","Buah Batu, Bandung",3,2,2,8000000000,617,200,rumah
JUAL RUMAH BARU SEMI FURNISH di PODOMORO PARK BUAH BATU BANDUNG,"Buah Batu, Bandung",2,2,1,1600000000,58,66,rumah
Rumah lama mendekati NJOP di Sekelimus Buah batu dkt RS Mayapada,"Buah Batu, Bandung",3,2,1,999000000,145,100,rumah
Rumah  2 lantai Plus Furnish tengah kota di Nilem Buah batu SHM,"Buah Batu, Bandung",3,3,2,1500000000,90,100,rumah
Cherry Field Buahbatu Bandung - Bangunan Baru Minimalis Modern Siap Huni - Turun Harga Jual Cepat (Good Invest),"Buah Batu, Bandung",4,2,2,1650000000,105,160,unknown
Cherry Field Buahbatu Bandung - Bangunan Baru Baru 2 Lantai Siap Huni - Turun Harga Jual Cepat (Good Invest),"Buah Batu, Bandung",5,3,1,1750000000,162,175,unknown
Rumah 2 Lantai Siap Huni Kiara Sari Harga Menarik,"Buah Batu, Bandung",5,3,2,1200000000,108,150,rumah
Cepat Rumah Podomoro Buahbatu Bandung,"Buah Batu, Bandung",3,3,0,2400000000,127,126,rumah
Rumah untuk Tempat Usaha Pinggir Jalan dekat Tol Buahbatu,"Buah Batu, Bandung",5,5,3,3200000000,500,625,rumah
Rumah 2 Lantai Sudah Renovasi Dekat Tol Buahbatu,"Buah Batu, Bandung",4,3,1,3200000000,244,320,rumah
Good For Invest Rumah Mungil Minimalis Modern di Pesona Bali Buah Batu,"Buah Batu, Bandung",3,2,1,1100000000,120,70,rumah
Turun Harga Best Price Buah Batu Regency Bagus Baru Renov,"Buah Batu, Bandung",4,4,2,3350000000,303,287,unknown
"Rumah Nan Cantik Modern Minimalis Di Padmagriya Podomoro Park Buah Batu, Bandung","Buah Batu, Bandung",2,1,0,1400000000,66,36,rumah
Dijual Cepat Perumahan Sanggar Hurip Eds ,"Buah Batu, Bandung",4,3,1,1500000000,200,150,rumah
Rumah bagus siap huni daerah pusat kota,"Buah Batu, Bandung",3,3,4,6750000000,346,230,rumah
Dijual Rumah Bagus 2 Lantai Unfurnished Siap Huni di Buah Batu Bandung,"Buah Batu, Bandung",6,3,3,4000000000,200,350,rumah
Jl Cpt Rmh Siap Huni Mewah Di Buahbatu,"Buah Batu, Bandung",14,6,4,9500000000,784,666,unknown
"Rumah Baru Unfurnished SHM di Buah Batu, Bandung","Buah Batu, Bandung",2,1,1,760000000,100,80,rumah
Harga Nego Rumah Baru 2 Lantai di komplek Turangga Buah batu SHM,"Buah Batu, Bandung",4,3,2,2450000000,100,170,rumah
Turun Harga Rumah Bagus di komplek One Gate BKR Buah batu,"Buah Batu, Bandung",6,4,1,3000000000,204,350,rumah
Dijual Rumah Baru Strategis Minimalis di Buah Batu Bandung,"Buah Batu, Bandung",2,2,1,950000000,112,58,rumah
"Dijual rumah 2 Lantai Luas tanah. 294 m² . Kamar tidur 4, buah batu, dekat kampus institute seni","Buah Batu, Bandung",4,2,1,3500000000,294,300,rumah
"Rumah Murah Furnished Komplek Buah Batu Regency, Bandung Tengah","Buah Batu, Bandung",3,3,2,2000000000,119,150,rumah
Rumah Mewah Terawat di Kujangsari Logam Buahbatu Bandung,"Buah Batu, Bandung",5,6,2,2750000000,286,450,rumah
Harga Nego Rumah Bagus di komplek Pasir Pogor Ciwastra Buah batu ,"Buah Batu, Bandung",3,2,1,975000000,133,120,rumah
Dijual Rumah Kerang Buah Batu,"Buah Batu, Bandung",0,0,0,1600000000,156,110,rumah
"Keren Rumah di Margahayu Raya, Strategis Dkt Rs Al Islam Soetta ","Buah Batu, Bandung",2,2,1,845000000,60,70,rumah
"Rumah 2lt Full Renov di Kiara Sari Asri, Dekat Tol Buahbatu ","Buah Batu, Bandung",4,3,3,1580000000,144,200,rumah
"MURAH! New Kiara Sari Asri Scandinavian Buahbatu, Promo Ramadhan!","Buah Batu, Bandung",3,2,1,875000000,60,70,unknown
"Exclusive New Cluster Cikoneng Terusan Buahbatu Dkt Podomoro Park, Bojongsoang","Buah Batu, Bandung",3,2,2,788000000,88,55,unknown
di Jual Rumah Luas Murah di Komplek Batu Indah Kota Bandung,"Buah Batu, Bandung",5,5,5,4600000000,513,350,rumah
Rumah Lux Siap Huni di Komplek Buah Batu Regency Kota Bandung,"Buah Batu, Bandung",5,5,2,3500000000,208,300,rumah
Jl Cpt Rmh Siap Huni Nyaman Di Mutiara Buahbatu Bandung,"Buah Batu, Bandung",3,2,1,1600000000,80,100,unknown
Jual rumah siap huni terawat komplek buah batu regency,"Buah Batu, Bandung",3,3,0,4500000000,377,200,rumah
Dijual Rumah Bagus Asri di Ciganitri,"Buah Batu, Bandung",4,3,0,1180000000,188,135,rumah
Buahbatu Sukarno-Hatta Bandung,"Buah Batu, Bandung",9,9,2,5500000000,597,700,unknown
Rumah mewah di Buah Batu Regency Bandung Strategis dekat ke Tol,"Buah Batu, Bandung",4,3,2,2900000000,244,320,rumah
Jarang ada Rumah minimalis 2 lantai tengah kota harga terjangkau,"Buah Batu, Bandung",3,2,2,1650000000,80,100,rumah
Rumah baru buahbatu sayap soekarno hatta bandung,"Buah Batu, Bandung",5,4,2,2450000000,110,140,rumah
Rumah Minimalis Siap Huni di Buah Batu Square Bandung,"Buah Batu, Bandung",3,3,2,3100000000,200,200,rumah
Rumah Siap Huni di Komplek Kamarasan Buah Batu Bandung,"Buah Batu, Bandung",2,1,1,500000000,84,45,rumah
Rumah murah buah batu regency siap huni dekat taman,"Buah Batu, Bandung",4,3,2,1650000000,105,112,rumah
Rumah terawat siap huni di buah batu regency dekat tol,"Buah Batu, Bandung",3,3,2,2200000000,184,200,rumah
Rumah 2 Lantai Bagus di Podomoro Park Buah Batu Bandung,"Buah Batu, Bandung",4,3,3,5000000000,198,202,rumah
Rumah Podomoro Park Buah Batu Cluster Anapuri ,"Buah Batu, Bandung",4,3,2,5300000000,176,159,rumah
DI  RUMAH DEKAT METRO INDAH MALL MARGAHAYU RAYA,"Buah Batu, Bandung",3,2,1,725000000,110,130,rumah
Jual Cepat Rumah Siap Huni Suryalaya Bandung Kota,"Buah Batu, Bandung",4,3,1,3000000000,200,350,rumah
Rumah Siap Huni di Buah Batu Taman Persada Residence,"Buah Batu, Bandung",3,2,1,1350000000,91,83,rumah
Dijual Rumah 2 Lantai hadap Timur di Situsari,"Buah Batu, Bandung",8,4,1,5500000000,327,500,rumah
Dijual Harga Njop Rm Lt144 120 Hrg890jt di Komplek Margahayu Buah Batu Bandung,"Buah Batu, Bandung",0,0,0,890000000,144,122,unknown
Dijual rumah siap huni  terawat lt144/160 Margahayu buah batu Bandung ,"Buah Batu, Bandung",1,1,0,1200000000,144,166,rumah
Rumah Baru 2 Lantai di Cijagra Buah batu dkt kampus ISBI,"Buah Batu, Bandung",3,3,2,2450000000,120,180,rumah
Turun Harga Rumah Minimalis 2 Lantai di Pasir Luyu Bkr Buah Batu,"Buah Batu, Bandung",3,2,1,2100000000,118,145,rumah
Rumah Murah di Komp. Cijaura Girang Siap Huni Nyaman,"Buah Batu, Bandung",2,2,1,590000000,60,54,rumah
Rumah Baru 2lt. di Kiara Sari Asri Buah Batu Kota Bandung,"Buah Batu, Bandung",3,2,1,880000000,60,70,rumah
DIJUAL GEDUNG 4 LANTAI MAINROAD BUAHBATU,"Buah Batu, Bandung",6,8,4,16900000000,650,2200,unknown
Rumah Lux 2 Lantai Bangunan Istimewa di Nilem Buah Batu SHM,"Buah Batu, Bandung",3,3,1,1850000000,90,135,rumah
Rumah Kpr Data Dibantu Dp 5 Jt Di Ciwastra Buah Batu Bandung,"Buah Batu, Bandung",2,1,1,670000000,72,45,rumah
Rumah Murah Di Bandung Ciwastra Buahbatu Kpr Dibantu Dp 5 Jt,"Buah Batu, Bandung",2,1,1,670000000,72,45,rumah
Dijual Murah Rumah Di Buah Batu Regency Bandung Dekat Tol,"Buah Batu, Bandung",6,6,1,2550000000,168,182,rumah
"Rumah Baru Unfurnished SHM di Buah Batu, Bandung","Buah Batu, Bandung",2,1,1,1400000000,66,36,rumah
"Rumah 2 Lantai Bagus Semi Furnished SHM di Buah Batu, Bandung","Buah Batu, Bandung",6,5,2,6500000000,700,508,rumah
Rumah Bagus Dalam Komplek Taman Kawaluyaan Bandung Timur,"Buah Batu, Bandung",3,2,1,1300000000,162,70,rumah
"OWNER SANGAT BU , nego cepat  Lokasi strategis buah batu komplek jalan masuk 2 mobil","Buah Batu, Bandung",3,2,0,870000000,94,94,unknown
"Jual Rumah Kost 13 kamar, Sayap Buah Batu, Jl. Nilem, Bandung","Buah Batu, Bandung",13,7,0,2700000000,193,250,kos
Dijual Rumah 2 Lantai di Sayap Buah Batu dekat perkantoran,"Buah Batu, Bandung",4,3,1,1890000000,90,138,rumah
Rumah 2 Lantai Full Renovasi Sayap Buahbatu Mutiara Akses Dekat Smp 13,"Buah Batu, Bandung",3,2,1,1650000000,80,100,rumah
Rumah siap huni di Sekelimus Raya dkt Tol Buah batu SHM ,"Buah Batu, Bandung",4,4,4,3300000000,400,147,rumah
Hotel Sky garden bandung nego langsung ownner sampai deal,"Buah Batu, Bandung",50,50,2,19800000000,1000,1700,hotel
Promo Rumah Eropa Di Buahbatu Ciwastra Bandung Kpr Dp 5jt,"Buah Batu, Bandung",2,1,1,670000000,72,45,rumah
"Jual Bu Rumah Bagus, Nyaman, Luas, Garden City, Buahbatu, Bandung","Buah Batu, Bandung",4,2,2,1500000000,165,150,rumah
Rumah baru minimalis di bandung tengah buah batu,"Buah Batu, Bandung",3,3,0,2100000000,102,160,rumah
Rumah murah Siap huni dijual cepat di Kiara sari ,"Buah Batu, Bandung",6,3,2,1450000000,120,150,rumah
Murah Rumah Lama Hitung Tanah di Pasirluyu Buah Batu Depan Taman,"Buah Batu, Bandung",3,2,1,2200000000,220,150,rumah
Rumah Minimalis Siap Huni di Komplek Bahagia Permai ,"Buah Batu, Bandung",4,3,1,1750000000,214,220,rumah
Rumah Minimalis 2 Lantai Siap Huni Komplek Cherry Field,"Buah Batu, Bandung",3,3,2,1550000000,135,122,rumah
Rumah Full Furnish Margacinta Dekat Borma ,"Buah Batu, Bandung",5,2,1,2800000000,198,376,rumah
Rumah Terawat Siap Huni Komplek Belakang Samsat Soekarno Hatta,"Buah Batu, Bandung",2,1,1,950000000,120,77,rumah
Rumah Bagus Siap Huni Dekat Samsat Soekarno Hatta,"Buah Batu, Bandung",3,3,0,1500000000,150,140,rumah
Rumah Mewah Asri Dan Siap Huni Komplek Batu Indah Bandung,"Buah Batu, Bandung",4,3,2,4500000000,390,320,rumah
Rumah Baru 2 lantai lokasi strategis di Buah Batu Pasirluyu Sayap BKR,"Buah Batu, Bandung",3,2,1,2150000000,118,145,rumah
" Rumah Baru Unfurnished di Nilem, Buah Batu SHM - Sertifikat Hak Milik","Buah Batu, Bandung",4,4,1,1500000000,95,110,rumah
Rumah Murah Siap Huni Komplek Kiara Sari Asri,"Buah Batu, Bandung",4,3,3,1600000000,143,220,rumah
 Rumah Mewah Termurah Furnish Dekat Telkom University Bandung,"Buah Batu, Bandung",3,3,2,1900000000,119,150,rumah
Rumah Bojongsoang Amerta Residence Ciganitri,"Buah Batu, Bandung",2,1,1,525000000,72,50,rumah
Rumah Bagus Siap Huni di Cherry Field Bandung,"Buah Batu, Bandung",4,2,2,1750000000,105,160,rumah
"Rumah Model Classic Bagus SHM di Sayap Buah Batu, Bandung","Buah Batu, Bandung",6,3,1,2500000000,221,200,rumah
Dijual Rumah Turangga Bandung Dekat Trans Studio Mall,"Buah Batu, Bandung",4,3,2,2850000000,132,180,rumah
Dijual Rumah Siap Huni sayap buah batu,"Buah Batu, Bandung",5,2,1,2300000000,215,175,rumah
"Dijual Segera Rumah 2 Lt. di Komplek Kiara Sari, Kota Bandung,","Buah Batu, Bandung",4,3,3,1600000000,143,220,rumah
Rumah Murah Di Komplek Margahayu Raya Buahbatu Metro Cocok Untuk Tempat Tinggal,"Buah Batu, Bandung",3,2,1,840000000,155,140,rumah
Rumah cantik siap huni di pusat kota bandung,"Buah Batu, Bandung",6,3,2,3800000000,365,400,rumah
Rumah murah bagus bersih Minimalis di Cluster akita 2 bojongsoang buah batu,"Buah Batu, Bandung",2,2,0,850000000,102,65,rumah
"Rumah Bagus SHM di Jalan Gambuh, Bandung","Buah Batu, Bandung",4,2,3,2950000000,280,200,rumah
Limited Stock! Rumah di Komplek Podomoro  Park lokasi strategis dekat tol Buahbatu,"Buah Batu, Bandung",3,3,1,3300000000,170,122,rumah
"Dijual Murah Rumah Hitung Tanah Lokasi Bagus Di Suryalaya,Bandung","Buah Batu, Bandung",3,2,1,1950000000,221,125,rumah
Rumah Murah Luas Margacinta Buah Batu Bandung,"Buah Batu, Bandung",5,3,1,1550000000,350,200,rumah
Dijual Rumah Turangga Bandung Dekat Trans Studio Mall,"Buah Batu, Bandung",4,3,2,2850000000,132,180,rumah
Dijual Rumah Istana Kawaluyaan Harga Menarik,"Buah Batu, Bandung",4,3,2,1790000000,200,300,rumah
Dijual Rumah Buah Batu Regency 2 Lantai Siap Huni ,"Buah Batu, Bandung",4,3,3,2200000000,158,220,rumah
Rumah di jual podomoro bandung,"Buah Batu, Bandung",2,1,1,1010000000,70,70,rumah
"Rumah 2 Lantai Bagus SHM di Suryalaya, Bandung","Buah Batu, Bandung",4,5,2,4000000000,300,350,rumah
"Rumah Bagus Furnished SHM di Perum Buah Batu Square, Bandung","Buah Batu, Bandung",3,3,2,1790000000,81,120,rumah
Dijual Rumah Furnished Blok Apple Buahbatu Square Bandung,"Buah Batu, Bandung",3,3,0,1690000000,81,120,rumah
RUMAH BARU  AREA TURANGGA,"Buah Batu, Bandung",5,3,0,2850000000,132,180,rumah
Dijual (BU)Rumah tengah kota Bandung sayap Buahbatu dan Soekarno hatta ,"Buah Batu, Bandung",2,2,1,1100000000,60,90,rumah
Rumah Elegan Siap Huni di Sayap Buah Batu,"Buah Batu, Bandung",4,3,0,5500000000,280,230,rumah
Rumah Modern Minimals Komplek Chery Field Dekt Transmart Buahbatu,"Buah Batu, Bandung",3,2,2,1650000000,105,160,rumah
Dijual rumah penginapan lt200/250 hrg3M di Turangga Buahbatu Bandung ,"Buah Batu, Bandung",0,0,0,3000000000,200,250,rumah
Rumah Minimalis di Komplek Podomoro Buah Batu,"Buah Batu, Bandung",3,2,1,1500000000,102,195,rumah
Rumah Modern Baru di Turangga Buahbatu Dekat Trans Studio Mall,"Buah Batu, Bandung",4,3,2,3200000000,130,185,rumah
Dijual Rumah Semi Furnish Di Komplek Buahbatu Square Bandung,"Buah Batu, Bandung",2,2,0,1570000000,96,78,rumah
Dijual Rumah Di Jl Kawaluyaan Indah Kota Bandung,"Buah Batu, Bandung",3,2,0,1500000000,101,130,rumah
"Rumah Bagus Semi Furnished SHM di Jalan Palasari, Bandung","Buah Batu, Bandung",5,5,2,7200000000,288,488,rumah
"Dijual Cepat Perumahan Buah Batu Square ( Apple ) Bandung, Full Furnish","Buah Batu, Bandung",3,3,2,1790000000,81,120,rumah
Rumah 2 Lantai Modern Lokasi Strategis di Kiwari Residance,"Buah Batu, Bandung",3,2,2,1420000000,105,117,rumah
Dijual Bu Cepat Rumah Margahayu Soekarnohatta Bandung,"Buah Batu, Bandung",6,3,0,2200000000,198,180,rumah
"Rumah Bagus Terawat di Sayap buah Batu, Bandung Kota","Buah Batu, Bandung",6,4,3,3600000000,150,250,rumah
"Dijual Rumah Cluster Margaluyu Indah Residence, Buah Batu Bandung","Buah Batu, Bandung",2,2,1,750000000,96,95,rumah
Rumah Mewah Sultan American Classic di Batununggal Indah Mainroad,"Buah Batu, Bandung",4,4,2,16000000000,600,800,rumah
Rumah Baru dalam Cluster  Sebelah Podomoro Park Bandung,"Buah Batu, Bandung",3,2,1,935000000,84,115,rumah
Dijual Rumah Cantik 2 Lantai Buah Batu Tengah Kota,"Buah Batu, Bandung",4,4,1,3650000000,200,284,rumah
Rumah 2 Lantai dekat Kampus Telkom dan exit Tol Buahbatu. Murah,"Buah Batu, Bandung",5,3,2,1200000000,140,180,rumah
Rumah Derwatimas dekat Tol Gedebage Bandung Timur ,"Buah Batu, Bandung",3,1,1,984000000,104,79,rumah
Dijual Rumah 2 Lantai Di Komplek Buahbatu Square Bandung,"Buah Batu, Bandung",4,4,0,2700000000,180,134,rumah
Rumah Baru dekat Summarecon Bandung Timur ,"Buah Batu, Bandung",3,2,1,1040000000,116,108,rumah
Dijual Rumah Siap Huni di Buah Batu Sekelimus,"Buah Batu, Bandung",6,3,1,3000000000,118,300,rumah
Jual Cepat Rumah Siap Huni Di Belakang Borma Margacinta Bandung,"Buah Batu, Bandung",3,2,1,1100000000,136,100,rumah
Rumah Satu Setengah Lantai Siap Huni ,"Buah Batu, Bandung",3,2,0,1250000000,112,70,rumah
rumah kost terisi full area buah batu bandung timur,"Buah Batu, Bandung",13,13,0,1900000000,100,200,kos
Rumah Bagus 2 Lantai Dijual Murah di Kawasan Elite Siap Huni di Buah Batu Bandung,"Buah Batu, Bandung",4,3,3,5000000000,200,300,rumah
Dijual Ngebut Rumah Minimalis Siap Huni di Buah Batu Bandung ,"Buah Batu, Bandung",4,2,1,600000000,60,150,rumah
Rumah Bagus 2 Lantai Unfurnished Siap Huni di Buah Batu Bandung,"Buah Batu, Bandung",6,3,3,4000000000,200,350,rumah
Dijual Rumah Tinggal Paviliun di Pelajar Pejuang Buahbatu Bandung,"Buah Batu, Bandung",5,3,2,7000000000,450,288,rumah
Rumah minimalis modern legalitas SHM di area berkembang ,"Buah Batu, Bandung",2,1,1,219000000,50,40,rumah
RUMAH TAKE OVER DP 178 JT NEGO DI MARGAKENCANA DEKAT BORMA,"Buah Batu, Bandung",2,1,1,650000000,65,36,rumah
Ruma Hdijual Minimalis Cantik di Buah Batu Regency,"Buah Batu, Bandung",2,1,0,1250000000,105,85,unknown
Rumah Dijual Minimalis Cantik di Buah Batu Regency,"Buah Batu, Bandung",2,1,0,1250000000,105,85,rumah
Rumah Dijual Minimalis di Buah Batu Regency,"Buah Batu, Bandung",2,1,0,1250000000,105,85,rumah
Dijual Rumah Baru Semi Furnished Siap Huni di Buah Batu Bandung,"Buah Batu, Bandung",3,3,2,1480000000,90,115,rumah
Rumah Cantik Minimalis Dijual Nego di Sayap Buah Batu Bandung,"Buah Batu, Bandung",3,3,2,1950000000,94,140,rumah
"Hunian Cantik Dan Siap Huni Terbaik di Buah Batu, Bandung","Buah Batu, Bandung",3,2,1,2370000000,221,150,unknown
Rumah Dijual Sayap Buah Batu Bandung Cantik Aestetic,"Buah Batu, Bandung",5,4,0,2750000000,286,450,rumah
Rumah Murah Premium Bawa Hoki Strategis Siap Huni Unit Terbatas Di Buahbatu Bandung,"Buah Batu, Bandung",6,4,3,2750000000,286,450,rumah
Rumah Terawat Strategis SHM di Buah Batu,"Buah Batu, Bandung",3,2,1,1300000000,136,100,rumah
"Idaman, Rumah Nyaman Siap Huni Dikawasan Sayap Buah Batu, Bandung","Buah Batu, Bandung",3,2,2,2790000000,114,142,rumah
Rumah Dijual Minimalis Cantik di Sayap Buah Batu,"Buah Batu, Bandung",3,3,0,1950000000,94,140,rumah
Rumah Siap Huni Cherry Field ,"Buah Batu, Bandung",2,2,1,1100000000,100,65,rumah
Rumah Siap Huni Di Buah Batu Bandung Harga Terbaik,"Buah Batu, Bandung",3,2,1,1100000000,136,100,rumah
Jual Rumah Hitung Tanah Di Solontongan Buah Batu,"Buah Batu, Bandung",4,2,1,5570000000,328,176,rumah
Hanya Hitung Tanah di Lokasi Terbaik Solontongan Buah Batu,"Buah Batu, Bandung",3,1,1,5570000000,328,176,unknown
Dijual Rumah Fully Furnished di Buah Batu Bandung Kota Harga Terbaik,"Buah Batu, Bandung",4,6,4,6500000000,365,550,rumah
"Dijual Rumah Strategis Lokasi Tengah Kota Bandung, Sayap Jalan Buahbatu Raya","Buah Batu, Bandung",4,3,0,2500000000,210,150,rumah
Rumah Kost Strategis Furnished Terisi 56 Kamar Di Buah Batu Bandung,"Buah Batu, Bandung",56,56,6,23000000000,10000,1800,kos
Rumah baru SHM 2 lantai on progres Cijaura Buahbatu bandung,"Buah Batu, Bandung",3,3,1,950000000,78,85,rumah
"Dijual Cepat Rumah Nyaman Siap Huni di Batu Indah, Bandung","Buah Batu, Bandung",3,3,2,3000000000,268,254,rumah
RUmah Geulis Pisan Di Ciwastra Bandung,"Buah Batu, Bandung",4,2,0,1350000000,90,150,rumah
Rumah Nyaman Terawat Di Buah Batu Bandung,"Buah Batu, Bandung",3,2,1,3500000000,211,106,rumah
"Cari Pemilik Baru Nih, Rumah Bikin Betah Dijual di Podomoro Park","Buah Batu, Bandung",2,2,1,2400000000,102,94,rumah
Rumah 2 Lantai Bagus di Mainroad Pasir Salam Bandung,"Buah Batu, Bandung",1,1,1,3200000000,156,250,rumah
"Dijual Cepat Rumah Bagus Siap Huni di Batu Indah, Bandung","Buah Batu, Bandung",3,3,2,3000000000,268,254,rumah
Rumah Siap Huni Terawat Turangga Buah Batu Kota Bandung,"Buah Batu, Bandung",3,2,1,1550000000,126,120,rumah
Dijual Rumah Siap Huni Di Komplek Kawaluyaan Indah,"Buah Batu, Bandung",4,4,0,1200000000,147,100,rumah
"Dijual Rumah Nyaman Siap Huni di Batu Indah, Bandung","Buah Batu, Bandung",3,3,3,3000000000,268,254,rumah
Dijual Rumah Pusat Kota di Turangga Buah Batu,"Buah Batu, Bandung",3,2,1,3500000000,211,106,rumah
Dijual rumah lama murah dibawah njop Buah Batu,"Buah Batu, Bandung",4,3,2,2200000000,408,250,rumah
Dijual rumah lama murah hitung tanah Batununggal,"Buah Batu, Bandung",9,3,2,3500000000,328,400,rumah
Rumah Bagus 2 lantai siap huni di Buah Batu Square,"Buah Batu, Bandung",3,3,2,3100000000,200,200,rumah
Rumah Di Kawaluyaan Buah Batu Strategis,"Buah Batu, Bandung",3,2,0,1000000000,108,108,rumah
Dijual Rumah Hitung Tanah Murah di Buah Batu Kota Bandung,"Buah Batu, Bandung",3,1,1,1600000000,170,90,rumah
Murah! Rumah Luas Bagus Furnished Dkt Jl. Soekarno Hatta Buahbatu,"Buah Batu, Bandung",6,4,5,3050000000,333,300,rumah
Rumah Bagus Furnished Siap Huni Dalam Komplek Nyaman Buahbatu,"Buah Batu, Bandung",5,3,1,1650000000,183,300,rumah
Jual Cepat Rumah Modern 2lt di Buah Batu Regency,"Buah Batu, Bandung",3,3,1,2000000000,160,120,rumah
"Rumah Baru Design Elegan di Sayap Buah Batu , Bandung","Buah Batu, Bandung",4,3,1,1890000000,90,138,rumah
"Dijual Cepat Rumah Bagus Siap Huni di Batu Indah, Bandung","Buah Batu, Bandung",3,3,2,3000000000,268,254,rumah
Rumah Lux Podomoro,"Buah Batu, Bandung",3,3,0,4000000000,198,264,rumah
Jual Rumah Bagus Gallery Kawaluyaan ,"Buah Batu, Bandung",3,2,0,1300000000,100,130,rumah
"Dijual Cepat Rumah Nyaman Siap Huni di Batu Indah, Bandung","Buah Batu, Bandung",3,3,2,3000000000,268,254,rumah
Rumah Bagus Siap Huni di Pesona Bali Buahbatu Bandung,"Buah Batu, Bandung",4,4,2,2300000000,120,200,rumah
Dijual Cepat Rumah Modern Minimalis 2 Lantai di Margahayu Bandung,"Buah Batu, Bandung",2,2,1,845000000,60,70,rumah
Dijual Rumah Bagus Dalam Komplek Bahagia Permai,"Buah Batu, Bandung",3,2,1,1100000000,98,130,rumah
"Dijual Rumah Bagus Lingkungan Nyaman di Batu Indah, Bandung","Buah Batu, Bandung",3,3,3,3000000000,268,254,rumah
Rumah Nyaman di Buah Batu Regency Bandung,"Buah Batu, Bandung",5,4,2,3690000000,160,236,rumah
"Dijual Rumah Dalam Perumahan di Buah Batu, Bandung","Buah Batu, Bandung",4,2,2,1940000000,119,120,rumah
Rumah di Jl Berlian Buah Batu Bandung,"Buah Batu, Bandung",5,2,2,3300000000,267,125,rumah
Rumah Siap Huni Semi Furnished Kawaluyaan Kota Bandung,"Buah Batu, Bandung",2,2,2,2100000000,312,170,rumah
Rumah Indah Dan Nyaman Harga 60 di Kawaluyan Indah Bandung SHM ,"Buah Batu, Bandung",5,5,1,3900000000,507,500,rumah
